Date,RSI,ATR,ADX,MACD
2023-12-26,76.0498,4.3619,44.0833,6.5283000000000015
2023-12-22,77.4487,4.3705,43.2108,6.363100000000003
2023-12-21,75.0128,4.5228,42.6905,6.4476999999999975
2023-12-20,77.8839,4.5238,42.2328,6.430199999999999
2023-12-19,77.4837,4.5041,41.795,6.766400000000019
2023-12-18,79.2803,4.4725,40.0157,6.62060000000001
2023-12-15,80.3843,4.6519,38.479,6.465500000000006
2023-12-14,79.9427,4.7297,36.8241,6.14800000000001
2023-12-13,79.3111,4.6247,35.042,5.770600000000002
2023-12-12,74.7142,4.7336,33.3865,5.1854999999999905
2023-12-11,73.0727,4.4831,31.6037,4.422299999999993
2023-12-08,72.0561,4.3056,30.2229,3.709600000000009
2023-12-07,60.028,4.3207,29.2892,3.305099999999996
2023-12-06,59.8539,3.7407,28.6486,2.7967000000000013
2023-12-05,53.3835,3.5322,29.104,3.2830999999999904
2023-12-04,59.7469,3.6408,30.7645,3.697400000000002
2023-12-01,60.1197,3.5347,32.5527,4.152999999999992
2023-11-30,72.11,3.5947,33.6709,4.386899999999997
2023-11-29,73.4595,3.5328,34.4965,4.645200000000003
2023-11-28,70.7081,3.5187,33.7474,4.633299999999991
2023-11-27,71.0157,3.6463,33.6031,4.738199999999992
2023-11-24,70.9636,3.7639,32.9652,4.73790000000001
2023-11-22,68.2742,3.9219,32.4069,4.703299999999999
2023-11-21,69.8727,3.7926,31.8056,4.570399999999992
2023-11-20,70.3258,3.8082,32.031,4.6751000000000005
2023-11-17,69.093,3.9581,31.2777,4.499799999999993
2023-11-16,66.0812,4.0572,30.5543,4.303100000000001
2023-11-15,75.4235,4.0373,29.9246,4.069699999999997
2023-11-14,74.5844,4.0617,29.0476,3.8991999999999933
2023-11-13,73.2092,3.9649,27.0489,3.4332999999999885
2023-11-10,68.5773,4.0637,25.4199,3.1033999999999935
2023-11-09,68.2515,3.8986,23.6657,2.4539999999999935
2023-11-08,67.5846,3.987,22.4681,2.1085999999999956
2023-11-07,65.4978,4.1062,21.276,1.6267999999999887
2023-11-06,67.2583,4.1582,20.1206,1.0024999999999977
2023-11-03,62.8046,4.2581,19.1826,0.36420000000001096
2023-11-02,61.3039,4.158,18.1725,-0.506699999999995
2023-11-01,42.892,4.2089,17.9098,-1.1607999999999947
2023-10-31,35.8008,3.7904,17.9202,-2.000399999999999
2023-10-30,35.4995,3.7167,17.4719,-2.071399999999997
2023-10-27,34.4776,3.8226,16.0546,-1.895700000000005
2023-10-26,34.7634,3.8336,14.5284,-1.669399999999996
2023-10-25,42.3669,3.7896,12.8847,-1.0752000000000095
2023-10-24,43.4629,3.5857,11.6229,-0.5439999999999969
2023-10-23,43.07,3.6762,11.522,-0.4298000000000002
2023-10-20,45.8165,3.7201,11.4134,-0.10859999999999559
2023-10-19,48.8301,3.7832,12.058,0.11939999999999884
2023-10-18,47.9364,3.785,12.9035,0.3487999999999971
2023-10-17,48.2274,3.8146,13.5018,0.6599000000000075
2023-10-16,51.6485,3.7388,14.1462,0.7449000000000012
2023-10-13,58.2396,3.8379,14.4179,0.7082999999999942
2023-10-12,57.853,3.8085,14.7106,0.7907000000000011
2023-10-11,59.3634,3.8092,13.8966,0.5075000000000074
2023-10-10,57.0413,3.8584,13.3481,0.18760000000000332
2023-10-09,54.8946,3.869,12.7575,-0.2944999999999993
2023-10-06,48.7026,3.9728,12.9057,-0.6981000000000108
2023-10-05,50.7966,3.8291,13.0654,-1.2305000000000064
2023-10-04,46.0285,3.8314,13.5617,-1.4512
2023-10-03,47.8189,3.7938,14.1183,-1.8299999999999983
2023-10-02,48.4504,3.7687,14.3281,-1.8804999999999978
2023-09-29,52.295,3.904,15.3183,-2.2424999999999926
2023-09-28,40.3277,4.0212,16.3304,-2.6260000000000048
2023-09-27,37.9286,3.8352,17.5255,-3.071300000000008
2023-09-26,37.2594,3.8786,17.0131,-3.1173999999999893
2023-09-25,36.1609,3.9801,15.8439,-2.9161
2023-09-22,37.2284,4.0562,14.4162,-2.7612999999999914
2023-09-21,39.0838,4.1521,13.1251,-2.403400000000005
2023-09-20,43.6,4.1253,11.783,-1.9024999999999892
2023-09-19,42.6008,4.1611,11.3851,-1.6662000000000035
2023-09-18,41.1161,4.3152,10.5389,-1.4694999999999965
2023-09-15,47.5328,4.3748,9.6276,-1.2746000000000066
2023-09-14,50.8416,4.2898,9.0798,-0.9176999999999964
2023-09-13,45.908,4.3946,9.6405,-0.9722000000000008
2023-09-12,44.5104,4.4318,10.3759,-1.1373999999999995
2023-09-11,48.5413,4.4989,10.5202,-1.087600000000009
2023-09-08,48.1282,4.4981,10.6756,-1.0091000000000037
2023-09-07,46.9485,4.5374,11.3529,-0.9725999999999999
2023-09-06,52.5191,4.5641,11.7285,-0.9628000000000014
2023-09-05,50.598,4.6759,12.141,-1.2102000000000004
2023-09-01,48.0981,4.611,12.5852,-1.6611000000000047
2023-08-31,47.0912,4.6319,13.5295,-2.0771000000000015
2023-08-30,46.1475,4.742,13.9189,-2.1980000000000075
2023-08-29,42.1441,4.8629,14.2135,-2.4088999999999885
2023-08-28,43.3812,4.8693,14.1858,-2.574799999999996
2023-08-25,40.6389,4.9996,13.3267,-2.4120999999999952
2023-08-24,50.3627,5.035,12.4015,-2.1327
2023-08-23,43.4991,4.5939,11.6562,-1.6992999999999938
2023-08-22,47.7488,4.5565,11.7479,-1.8981999999999886
2023-08-21,43.3646,4.5324,11.7427,-1.740700000000004
2023-08-18,37.5903,4.6433,11.4047,-1.7749000000000024
2023-08-17,43.2097,4.6628,10.3147,-1.5108000000000033
2023-08-16,46.2426,4.733,9.5979,-1.0488
2023-08-15,48.6922,4.7609,9.424,-0.7239999999999895
2023-08-14,40.6575,4.8956,9.9858,-0.7224000000000075
2023-08-11,43.1735,4.7668,10.2783,-0.7740000000000009
2023-08-10,46.2757,4.845,9.7787,-0.3795999999999964
2023-08-09,48.3702,4.8777,9.9113,-0.1413999999999902
2023-08-08,51.1415,4.9106,9.8491,0.1402000000000072
2023-08-07,53.0982,4.873,10.3907,0.21649999999999636
2023-08-04,50.7832,4.9717,10.312,-0.05369999999999209
2023-08-03,43.114,4.9157,10.2798,-0.29710000000000036
2023-08-02,59.532,4.8315,10.9487,-0.33150000000000546
2023-08-01,50.9205,4.2708,11.669,0.01630000000000109
2023-07-31,50.7343,4.2124,11.0632,-0.37999999999999545
2023-07-28,49.3429,4.3572,11.2633,-0.5544999999999902
2023-07-27,46.4816,4.4032,11.4513,-0.6226000000000056
2023-07-26,46.6664,4.358,11.6537,-0.5108999999999924
2023-07-25,45.3729,4.4087,12.5295,-0.2583000000000055
2023-07-24,44.5243,4.4832,13.0287,-0.22820000000000107
2023-07-21,44.962,4.6157,13.8142,0.05679999999999552
2023-07-20,50.1355,4.7585,14.8494,0.3850999999999942
2023-07-19,60.3877,4.5714,15.9642,0.8697999999999979
2023-07-18,55.3758,4.4523,15.4761,0.8464999999999918
